OrthologID	GeneSymbol(2019)	TAEGU_ENSEMBL_gID_rel67
1531	RHPN2	ENSTGUG00000009375
1532	GEMIN4	
1536	P3H1	ENSTGUG00000017255
1537	CCNDBP1	ENSTGUG00000005606
1542	ZMIZ1	ENSTGUG00000006395
1543	MED9	ENSTGUG00000007366
1544	DNM1	ENSTGUG00000003768
1548	FICD	ENSTGUG00000006903
1549	ZNFX1	ENSTGUG00000005628
1550	RASD1	ENSTGUG00000007363
1552	PHACTR3	ENSTGUG00000007984
1556	SYCP2	ENSTGUG00000018179
1558	ZMYND12	ENSTGUG00000002211
1559	VPS53	ENSTGUG00000007277
1562	GTSE1	
1566	TOM1L2	ENSTGUG00000007299
1567	CHST8	ENSTGUG00000009505
1568	MYEF2	ENSTGUG00000007130
1569	KCTD15	ENSTGUG00000009508
1573	TRUB2	ENSTGUG00000003704
1574	ATPAF2	ENSTGUG00000007278
1575	COQ4	ENSTGUG00000003696
1576	GID4	ENSTGUG00000007272
1577	ATG7	ENSTGUG00000004145
1578	LSM14A	ENSTGUG00000009535
1579	GLRA4	ENSTGUG00000006554
1584	DRG2	ENSTGUG00000007245
1585	BTK	
1587	SVOP	ENSTGUG00000007030
1588	URM1	ENSTGUG00000003654
1590	ENSGALT00000007977	
1596	MKRN2	ENSTGUG00000004017
1597	ALKBH2	ENSTGUG00000007068
1599	RAF1	ENSTGUG00000004006
1600	TAF7	ENSTGUG00000006593
1603	PDCD2L	ENSTGUG00000009619
1604	AIPL1	ENSTGUG00000006620
1607	DHX30	ENSTGUG00000000112
1608	DRP2	ENSTGUG00000006639
1610	TEX14	ENSTGUG00000007388
1611	CDK9	ENSTGUG00000003597
1612	SHMT1	ENSTGUG00000007082
1614	TRMT2B	ENSTGUG00000006755
1618	PPM1E	ENSTGUG00000007416
1619	PTGS2	ENSTGUG00000003466
1622	TRIM37	ENSTGUG00000007430
1625	DEAF1	ENSTGUG00000007185
1626	SMG8	ENSTGUG00000007488
1628	B9D1	ENSTGUG00000007019
1629	NAIF1	ENSTGUG00000003526
1631	CDH4	ENSTGUG00000007909
1632	GDPD1	ENSTGUG00000007493
1635	SWT1	ENSTGUG00000003718
1637	CIAO2B	ENSTGUG00000009680
1638	RRAD	ENSTGUG00000009686
1639	PDP2	ENSTGUG00000009698
1642	PTRH2	ENSTGUG00000007610
1645	RNPC3	ENSTGUG00000004795
1647	HRH3	ENSTGUG00000007816
1648	AP1S3	ENSTGUG00000007904
1651	SEC24C	ENSTGUG00000006974
1654	OSBPL2	
1655	RNFT1	ENSTGUG00000007693
1656	ACSL3	ENSTGUG00000007845
1658	NAE1	ENSTGUG00000009718
1659	TERB1	ENSTGUG00000009741
1663	DPH5	ENSTGUG00000005034
1664	FARSB	ENSTGUG00000007788
1665	PPP3CB	ENSTGUG00000007056
1666	SGPP2	ENSTGUG00000007779
1671	EPHA4	ENSTGUG00000007665
1672	VCAM1	ENSTGUG00000005109
1674	DBT	ENSTGUG00000005200
1677	LRRC39	ENSTGUG00000005240
1678	TBX4	ENSTGUG00000007802
1681	CYB5R2	ENSTGUG00000005192
1682	PPFIBP2	ENSTGUG00000005166
1684	SASS6	ENSTGUG00000005276
1685	PPM1D	ENSTGUG00000007882
1688	TKT	ENSTGUG00000006772
1689	CLSTN2	ENSTGUG00000005091
1691	SRFBP1	ENSTGUG00000001151
1694	EIF3F	ENSTGUG00000007105
1695	SNX2	ENSTGUG00000001125
1697	SLC35A3	ENSTGUG00000005318
1698	CABLES2	ENSTGUG00000007738
1700	RBBP8NL	ENSTGUG00000007735
1701	MSLN	
1703	COPB2	ENSTGUG00000005180
1704	SORBS1	ENSTGUG00000007122
1705	CHDH	ENSTGUG00000006933
1708	BTBD10	ENSTGUG00000015919
1709	SGSM1	ENSTGUG00000007521
1711	ACTR8	ENSTGUG00000006945
1714	HAGH	ENSTGUG00000006768
1717	MRM1	ENSTGUG00000008048
1718	SNAP47	ENSTGUG00000000221
1720	FRRS1	ENSTGUG00000005401
1721	PDLIM1	ENSTGUG00000007148
1723	OGT	ENSTGUG00000006944
1725	PARVA	ENSTGUG00000016030
1728	CCDC66	ENSTGUG00000007093
1729	TADA2A	ENSTGUG00000008238
1731	NDUFB10	ENSTGUG00000006696
1732	SYNRG	ENSTGUG00000008265
1734	PLPPR5	ENSTGUG00000005466
1743	HEATR6	ENSTGUG00000008368
1745	NTSR1	ENSTGUG00000007692
1746	SRSF1	ENSTGUG00000008416
1748	VEZF1	ENSTGUG00000008421
1749	MRGBP	ENSTGUG00000007684
1752	ITM2C	ENSTGUG00000005426
1754	PIK3AP1	ENSTGUG00000007322
1756	NLGN3	ENSTGUG00000007132
1757	TBL3	ENSTGUG00000006592
1759	NOXO1	ENSTGUG00000006587
1760	AKAP1	ENSTGUG00000008464
1762	GFER	ENSTGUG00000006583
1763	TMEM56	ENSTGUG00000005602
1764	ALG14	ENSTGUG00000005611
1766	EVI2A	ENSTGUG00000008559
1767	SYNGR3	ENSTGUG00000006582
1768	OMG	ENSTGUG00000008562
1769	HPS4	
1770	ZNF598	ENSTGUG00000006571
1775	SRRD	ENSTGUG00000007706
1776	NTHL1	ENSTGUG00000006556
1777	PDE12	ENSTGUG00000007290
1778	ARF4	ENSTGUG00000007295
1779	MED12	ENSTGUG00000007167
1781	TRPM2	ENSTGUG00000005963
1782	MRVI1	ENSTGUG00000007955
1784	CEP152	
1786	ABCD3	ENSTGUG00000005659
1789	PITPNB	ENSTGUG00000007796
1794	DTWD1	ENSTGUG00000007331
1797	KSR1	
1798	CUEDC2	ENSTGUG00000007606
1802	NDUFB8	ENSTGUG00000007648
1804	IFT20	ENSTGUG00000008706
1806	SLC17A9	ENSTGUG00000007577
1810	ZDHHC7	ENSTGUG00000004169
1812	SQOR	ENSTGUG00000007375
1813	FLT4	ENSTGUG00000000983
1814	CSF1R	ENSTGUG00000000965
1815	SLC7A3	ENSTGUG00000007296
1819	SGSM2	ENSTGUG00000008737
1820	YTHDF1	ENSTGUG00000007565
1822	VILL	ENSTGUG00000000377
1823	WEE1	ENSTGUG00000008127
1824	HMGXB3	ENSTGUG00000000975
1825	CCDC117	ENSTGUG00000007935
1826	GCLM	ENSTGUG00000005876
1827	ZNF143	ENSTGUG00000008153
1829	UQCRC1	ENSTGUG00000007619
1832	DCAF12	ENSTGUG00000001704
1834	ZNRF3	
1835	PLCD1	ENSTGUG00000000391
1836	KIF24	ENSTGUG00000001710
1838	TMEM41B	ENSTGUG00000008224
1842	FAM219A	ENSTGUG00000001718
1843	KCNQ2	ENSTGUG00000007434
1844	HDLBP	ENSTGUG00000006189
1845	PPP1R7	ENSTGUG00000006266
1848	FNBP1L	ENSTGUG00000005901
1850	CLUH	ENSTGUG00000008810
1851	TBC1D9B	ENSTGUG00000001013
1852	ALOX5	
1857	CCDC18	ENSTGUG00000005935
1858	DGCR2	ENSTGUG00000008905
1859	SCUBE2	ENSTGUG00000008276
1861	PCMTD2	ENSTGUG00000007361
1862	TMED5	ENSTGUG00000005954
1863	SQSTM1	ENSTGUG00000001022
1864	RPN1	ENSTGUG00000007857
1867	WASHC2C	ENSTGUG00000007886
1868	C11orf16	ENSTGUG00000008326
1870	DIPK1A	
1871	NPY4R	ENSTGUG00000007925
1879	GFI1	ENSTGUG00000006060
1881	GLMN	ENSTGUG00000006086
1883	LMO3	ENSTGUG00000012388
1886	RIC3	ENSTGUG00000008401
1887	OXSR1	ENSTGUG00000000423
1892	PDE8A	ENSTGUG00000007621
1893	RRAS2	ENSTGUG00000008422
1894	WHAMM	ENSTGUG00000007672
1895	ENSGALT00000009661	
1896	BTBD8	ENSTGUG00000006105
1902	EPHX4	ENSTGUG00000006106
1905	TM6SF1	ENSTGUG00000007727
1906	BRDT	ENSTGUG00000006116
1907	PITPNM3	ENSTGUG00000008966
1908	HDGFL3	ENSTGUG00000007749
1909	MCM2	ENSTGUG00000008031
1912	BNC1	ENSTGUG00000007753
1913	RBBP6	ENSTGUG00000006185
1915	SH3GL3	ENSTGUG00000007759
1916	TPRA1	ENSTGUG00000008045
1917	STK26	ENSTGUG00000003029
1918	CDC7	ENSTGUG00000006148
1919	CALCB	ENSTGUG00000008509
1920	TEKT1	ENSTGUG00000009005
1922	C11orf58	ENSTGUG00000008555
1923	PALB2	ENSTGUG00000006104
1924	WNT8A	ENSTGUG00000001171
1926	PLEKHA7	ENSTGUG00000008557
1928	RPS13	ENSTGUG00000008572
1930	ZNF644	ENSTGUG00000006188
1931	FAM122B	ENSTGUG00000002933
1934	UBFD1	ENSTGUG00000006029
1935	ZC3H18	ENSTGUG00000007717
1936	SAXO2	ENSTGUG00000007844
1938	EARS2	ENSTGUG00000006015
1939	COL6A2	ENSTGUG00000003386
1944	COG7	ENSTGUG00000005968
1945	ENSGALT00000009943	ENSTGUG00000002901
1948	LRRC8B	ENSTGUG00000006230
1952	VSTM4	ENSTGUG00000008203
1953	SLC9A6	ENSTGUG00000002865
1954	ENSGALT00000009979	
1955	CERS5	ENSTGUG00000003577
1956	KYAT3	ENSTGUG00000006236
1958	TXNRD3	ENSTGUG00000008152
1959	LSS	ENSTGUG00000011260
1960	RHEB	ENSTGUG00000000585
1961	SPG7	ENSTGUG00000007843
1962	SMARCD1	ENSTGUG00000003605
1966	PRKAG2	ENSTGUG00000000594
1970	PABPN1L	ENSTGUG00000007780
1971	SAAL1	
1972	KLF15	ENSTGUG00000008214
1973	TRAPPC2L	
1974	ERCC6	ENSTGUG00000008216
1975	HS2ST1	ENSTGUG00000006324
1976	MAP7D3	
1980	TPX2	ENSTGUG00000006640
1984	XRCC2	ENSTGUG00000000633
1987	USP31	ENSTGUG00000005922
1988	HS3ST4	
1990	SON	ENSTGUG00000000486
1991	KDM8	ENSTGUG00000009477
1995	DTYMK	ENSTGUG00000005937
1997	ANKRD22	ENSTGUG00000008300
1998	ING5	ENSTGUG00000005928
2002	PFKFB3	ENSTGUG00000002025
2003	CHCHD4	ENSTGUG00000008273
2004	STAMBPL1	
2005	DDX51	ENSTGUG00000010243
2006	UEVLD	ENSTGUG00000008943
2007	GSTT1	
2008	TMEM43	ENSTGUG00000008280
2009	CXCL14	
2010	D2HGDH	ENSTGUG00000005907
2015	GAL3ST2	ENSTGUG00000005905
2017	TMEM86A	ENSTGUG00000008981
2018	CABIN1	ENSTGUG00000010199
2021	C5orf24	ENSTGUG00000001258
2022	TMC3	ENSTGUG00000007877
2023	UBXN7	ENSTGUG00000005882
2025	IL16	ENSTGUG00000007913
2027	CRKL	
2028	RNF168	ENSTGUG00000005879
2029	GPR112	
2032	HTATSF1	ENSTGUG00000002099
2033	SEC24A	ENSTGUG00000001269
2036	MED15	
2037	PANK1	ENSTGUG00000008362
2038	TSR3	ENSTGUG00000009587
2039	AQP12A	ENSTGUG00000005831
2040	NOM1	ENSTGUG00000000702
2042	GNPTG	ENSTGUG00000009589
2043	NAP1L4	ENSTGUG00000009146
2045	GRIP2	ENSTGUG00000008370
2058	SCN3B	ENSTGUG00000000607
2059	ANKRD1	ENSTGUG00000008417
2061	CLMP	ENSTGUG00000000496
2062	FSTL4	ENSTGUG00000001305
2064	MTHFS	ENSTGUG00000008091
2065	TRPM5	ENSTGUG00000009187
2066	NCAPG2	ENSTGUG00000000738
2068	CFAP410	ENSTGUG00000006764
2071	DNAJB11	ENSTGUG00000006786
2072	GGT1	ENSTGUG00000010088
2073	TBCCD1	ENSTGUG00000006809
2076	LSP1	ENSTGUG00000009388
2077	SLC35G1	ENSTGUG00000008668
2080	POFUT1	ENSTGUG00000018539
2081	ZMYND11	ENSTGUG00000000764
2082	A4GNT	ENSTGUG00000006846
2083	MTMR14	ENSTGUG00000008521
2086	KIF7	
2088	BCCIP	ENSTGUG00000011485
2089	FBXO3	ENSTGUG00000005600
2090	ATP11C	ENSTGUG00000002206
2091	PDE6C	ENSTGUG00000008698
2092	CEP63	ENSTGUG00000006904
2097	CEP55	ENSTGUG00000008779
2106	ENSGALT00000010795	
2109	BEND7	ENSTGUG00000002282
2112	ABCC6	ENSTGUG00000005678
2114	C10orf47	ENSTGUG00000002158
2116	GTPBP4	ENSTGUG00000000820
2117	NOX1	ENSTGUG00000002248
2119	OAF	ENSTGUG00000000407
2125	ENSGALT00000010888	ENSTGUG00000005760
2127	CDK5RAP1	ENSTGUG00000006328
2128	NECTIN1	ENSTGUG00000000404
2129	YWHAH	ENSTGUG00000009902
2130	ENSGALT00000010905	
2133	SLC22A4	
2137	MRPS11	ENSTGUG00000008345
2138	MRPL46	ENSTGUG00000008361
2139	PLOD2	ENSTGUG00000008767
2142	CCDC71	ENSTGUG00000008773
2143	RPRD1B	ENSTGUG00000006251
2144	KIF11	ENSTGUG00000008927
2146	ABCG4	ENSTGUG00000000361
2149	PLSCR1	ENSTGUG00000008816
2150	HINFP	ENSTGUG00000000357
2153	CTNNBL1	ENSTGUG00000006202
2159	NCBP2	ENSTGUG00000008864
2163	KIF3A	ENSTGUG00000001386
2170	TMC7	ENSTGUG00000009411
2174	EIF4ENIF1	ENSTGUG00000009790
2177	RNH1	ENSTGUG00000009896
2178	ENSGALT00000011184	ENSTGUG00000002437
2180	IMPDH2	ENSTGUG00000008980
2181	TMC5	ENSTGUG00000009393
2182	NXPH3	
2184	CHKA	ENSTGUG00000009915
2187	PATZ1	ENSTGUG00000009749
2188	P4HTM	ENSTGUG00000009060
2190	PIK3IP1	ENSTGUG00000009748
2191	ENSGALT00000011251	
2193	LIMK2	ENSTGUG00000009721
2194	CCNJ	ENSTGUG00000009052
2195	ARIH2	ENSTGUG00000009080
2197	COL27A1	
2198	ENDOV	ENSTGUG00000003057
2199	C12orf43	ENSTGUG00000009701
2200	RGMA	
2201	HNF1A	ENSTGUG00000009673
2202	USP28	ENSTGUG00000000099
2204	BLNK	
2205	SLC25A20	ENSTGUG00000009104
2215	KNDC1	ENSTGUG00000009094
2217	ARRDC4	ENSTGUG00000008606
2222	ENSGALT00000011381	
2224	ACAP2	ENSTGUG00000009012
2225	CCDC40	ENSTGUG00000003135
2226	METTL9	ENSTGUG00000008956
2227	TRIM32	ENSTGUG00000003326
2228	PXK	ENSTGUG00000009162
2230	LSG1	ENSTGUG00000009068
2231	IGSF6	ENSTGUG00000008963
2237	OTOA	ENSTGUG00000008917
2238	ACADS	ENSTGUG00000009634
2239	ENTPD1	ENSTGUG00000009148
2240	PAPPA	ENSTGUG00000003260
2241	UNC119B	ENSTGUG00000009628
2242	KDELR2	ENSTGUG00000008903
2243	CPN1	ENSTGUG00000009169
2244	GDF9	ENSTGUG00000000194
2246	RPS6KA6	ENSTGUG00000002510
2247	LEAP2	ENSTGUG00000000192
2248	MLEC	ENSTGUG00000009621
2252	LINS1	ENSTGUG00000008844
2255	CABP1	ENSTGUG00000009611
2256	TNFSF8	ENSTGUG00000003196
2258	FADS1	ENSTGUG00000005781
2261	FAM107A	ENSTGUG00000009251
2264	OPA1	ENSTGUG00000009138
2266	TENT5D	
2267	CLEC16A	ENSTGUG00000004849
2268	C3orf67	
2269	CIITA	ENSTGUG00000004838
2276	KIFAP3	ENSTGUG00000017302
2278	TK1	ENSTGUG00000003364
2279	HRASLS	
2282	RAB3IL1	ENSTGUG00000005913
2283	ENSGALT00000011662	
2286	KIF5B	ENSTGUG00000000998
2287	TVP23A	ENSTGUG00000004826
2288	MB21D2	ENSTGUG00000009252
2289	GMNC	ENSTGUG00000009286
2290	CLCN5	ENSTGUG00000005324
2293	NUBP1	ENSTGUG00000004810
2295	ENSGALT00000011730	ENSTGUG00000009006
2298	SPG21	
2299	ZNF438	ENSTGUG00000001026
2301	GABRA3	ENSTGUG00000006327
2303	GCN1	ENSTGUG00000009369
2306	CLDN1	ENSTGUG00000009337
2310	C16orf72	ENSTGUG00000004742
2313	THOC7	ENSTGUG00000009431
2314	P3H2	ENSTGUG00000009345
2316	NME1	
2321	NDFIP1	ENSTGUG00000000161
2327	MTPAP	ENSTGUG00000001048
2328	CIT	ENSTGUG00000009264
2329	BAMBI	ENSTGUG00000001062
2330	SST	
2331	PARP16	ENSTGUG00000009103
2333	WFIKKN2	ENSTGUG00000009235
2334	PRKAB1	ENSTGUG00000009242
2340	GTF3C1	ENSTGUG00000004504
2341	SRRM4	ENSTGUG00000009228
2342	ANKRD40	ENSTGUG00000009204
2343	ADAMTS9	ENSTGUG00000009483
2344	PEBP1	ENSTGUG00000009158
2345	YIPF5	ENSTGUG00000000134
2347	MPZL2	ENSTGUG00000000235
2349	CD3E	
2351	CUTC	ENSTGUG00000009354
2352	MKX	ENSTGUG00000001094
2353	ARCN1	ENSTGUG00000000056
2355	RAB18	ENSTGUG00000001105
2356	ENSGALT00000012042	ENSTGUG00000008033
2357	TMLHE	ENSTGUG00000005397
2358	MPG	ENSTGUG00000004423
2361	ENSGALT00000012050	
2363	CTSZ	ENSTGUG00000008040
2364	COX15	ENSTGUG00000009368
2365	SLC25A26	ENSTGUG00000009590
2368	SLC25A28	ENSTGUG00000009410
2369	AXIN1	ENSTGUG00000004338
2370	HACD3	ENSTGUG00000009174
2371	GOT1	ENSTGUG00000009418
2373	LARS	ENSTGUG00000000092
2375	KMO	ENSTGUG00000011204
2376	MASTL	ENSTGUG00000001123
2378	GNAS	ENSTGUG00000008082
2381	RBM27	ENSTGUG00000000085
2382	ACBD5	ENSTGUG00000001127
2383	ABCC3	ENSTGUG00000009151
2384	TCERG1	ENSTGUG00000000079
2386	NPEPL1	ENSTGUG00000008119
2389	APCDD1L	ENSTGUG00000008173
2390	ABI1	ENSTGUG00000001133
2392	GLS	ENSTGUG00000010807
2395	PDSS1	ENSTGUG00000001136
2396	CLCN7	ENSTGUG00000004211
2398	PPP2R2D	ENSTGUG00000011637
2399	FYTTD1	ENSTGUG00000009645
2400	DPYSL3	ENSTGUG00000000047
2403	MTMR8	ENSTGUG00000005560
2404	ZDHHC16	ENSTGUG00000009668
2407	RRP12	ENSTGUG00000009711
2410	CDC23	ENSTGUG00000000037
2411	RPL35A	ENSTGUG00000009679
2415	C10orf12	
2416	MEGF11	ENSTGUG00000009293
2417	HMOX2	ENSTGUG00000004106
2418	ENSGALT00000012360	
2420	DIS3L	ENSTGUG00000009315
2423	SUCLG2	ENSTGUG00000009643
2424	ENSGALT00000012400	
2425	CDX4	ENSTGUG00000005699
2426	DDX6	
2427	CHIC1	ENSTGUG00000005706
2428	MYCBPAP	ENSTGUG00000008998
2430	PSMD1	ENSTGUG00000009697
2432	EME1	ENSTGUG00000008929
2433	ENKUR	ENSTGUG00000001164
2435	TRAP1	ENSTGUG00000004037
2437	CCDC84	ENSTGUG00000000027
2438	ARMC9	ENSTGUG00000009761
2443	RPL4	ENSTGUG00000009403
2450	ZWILCH	ENSTGUG00000009439
2451	ECI1	ENSTGUG00000004207
2454	COPS7B	ENSTGUG00000009815
2458	FADS6	ENSTGUG00000008826
2462	ABCB7	ENSTGUG00000005819
2464	OTOP2	ENSTGUG00000008818
2465	BCAS1	ENSTGUG00000008550
2466	SHQ1	ENSTGUG00000009933
2467	ZNF217	
2469	GXYLT2	ENSTGUG00000009935
2471	TSHZ2	ENSTGUG00000008551
2476	DNAJA3	ENSTGUG00000003896
2477	MRPL58	ENSTGUG00000008783
2480	APIP	ENSTGUG00000010056
2481	PEX13	ENSTGUG00000006723
2482	TTC12	ENSTGUG00000000270
2485	KAZALD1	ENSTGUG00000010037
2491	PAPOLG	ENSTGUG00000006762
2493	KLHDC4	ENSTGUG00000007641
2494	MAGT1	ENSTGUG00000005953
2495	SMAD6	ENSTGUG00000009467
2501	SDHD	
2502	FANCL	ENSTGUG00000006799
2505	AAGAB	
2506	SPAG6	ENSTGUG00000001199
2509	DLAT	ENSTGUG00000000308
2511	CHRNG	ENSTGUG00000009924
2513	IQCH	ENSTGUG00000009504
2514	ATP9A	ENSTGUG00000008565
2515	DNAJC1	ENSTGUG00000001209
2516	PRR5L	ENSTGUG00000010127
2517	STK17B	
2520	DLD	ENSTGUG00000003229
2522	SF3A1	ENSTGUG00000010547
2527	AMOT	ENSTGUG00000006087
2533	JPT1	ENSTGUG00000008735
2534	PIAS1	ENSTGUG00000009553
2535	SUMO2	ENSTGUG00000008727
2537	CBLL1	ENSTGUG00000003173
2540	KCNG1	ENSTGUG00000008640
2542	MOCS3	
2544	ALKBH3	ENSTGUG00000010222
2546	ENSGALT00000012985	ENSTGUG00000010232
2547	SLC26A4	ENSTGUG00000003133
2549	ZC3HC1	
2550	RIPOR3	
2551	ITGA11	
2552	BCAP29	ENSTGUG00000003129
2553	TMEM94	ENSTGUG00000008583
2554	SLF2	ENSTGUG00000010094
2556	TMEM209	ENSTGUG00000001904
2557	ENSGALT00000013047	
2558	TSEN54	ENSTGUG00000008548
2560	SLC9A8	ENSTGUG00000008749
2561	COQ10B	ENSTGUG00000010549
2563	ANP32A	ENSTGUG00000009670
2564	B4GALT5	ENSTGUG00000008769
2565	PAK3	
2567	GLCE	
2569	AMMECR1	ENSTGUG00000004360
2572	C1QTNF4	ENSTGUG00000010341
2574	NDUFS3	ENSTGUG00000010343
2575	NEFH	ENSTGUG00000010444
2576	ACTR1A	ENSTGUG00000010114
2577	KIF23	ENSTGUG00000009704
2578	SUFU	ENSTGUG00000010131
2579	RAPSN	ENSTGUG00000010393
2581	CEP41	ENSTGUG00000001919
2582	CDHR3	ENSTGUG00000003012
2584	TMEM178	ENSTGUG00000010417
2586	BOLL	ENSTGUG00000010496
2587	MTIF2	ENSTGUG00000007064
2592	PUS7	ENSTGUG00000002961
2596	KCTD18	
2597	SGOL2	ENSTGUG00000010460
2601	ANKRD16	ENSTGUG00000001936
2602	CIAO2A	ENSTGUG00000009827
2604	GPR75-ASB3	ENSTGUG00000007291
2607	SPG11	ENSTGUG00000009831
2609	EIF3J	ENSTGUG00000009878
2610	TRIM36	ENSTGUG00000001340
2612	NPHP1	
2613	FBXO21	ENSTGUG00000010359
2614	NR1H3	ENSTGUG00000010475
2616	FBXW8	ENSTGUG00000010355
2618	PCGF6	ENSTGUG00000010273
2619	BUB1	ENSTGUG00000007339
2620	GRAMD2B	ENSTGUG00000001316
2622	CFLAR	ENSTGUG00000010309
2623	DNAJC2	ENSTGUG00000002792
2624	ANAPC1	ENSTGUG00000007360
2625	BLM	ENSTGUG00000009959
2631	CALHM3	ENSTGUG00000010326
2633	PMPCB	ENSTGUG00000002778
2634	PSMD10	ENSTGUG00000004075
2638	BHLHE40	ENSTGUG00000010301
2639	CCDC146	ENSTGUG00000002738
2640	ARL8B	ENSTGUG00000010307
2642	EDEM1	ENSTGUG00000010316
2643	PTPN12	ENSTGUG00000002717
2644	COL17A1	ENSTGUG00000010406
2645	CKAP5	ENSTGUG00000010577
2649	PDIA3	ENSTGUG00000010220
2654	TPCN1	ENSTGUG00000009086
2655	AMBRA1	ENSTGUG00000010628
2660	CHRM4	ENSTGUG00000010635
2661	TRAK2	ENSTGUG00000010267
2662	STRADB	ENSTGUG00000010255
2663	EIF2B5	ENSTGUG00000010097
2664	TMEM237	ENSTGUG00000010245
2666	SFR1	ENSTGUG00000010423
2667	PPIP5K1	ENSTGUG00000010276
2668	WDR96	ENSTGUG00000010425
2669	CREB3L1	ENSTGUG00000010669
2675	ALS2	ENSTGUG00000010168
2677	CFAP58	ENSTGUG00000010439
2678	SEC13	ENSTGUG00000010453
2679	PEX16	ENSTGUG00000010706
2682	CRNKL1	ENSTGUG00000007645
2684	SUMO1	ENSTGUG00000010141
2685	NET1	ENSTGUG00000001945
2686	ARHGDIA	ENSTGUG00000003498
2687	SH2D1A	ENSTGUG00000003791
2689	IFT122	ENSTGUG00000010483
2690	NOP58	ENSTGUG00000010124
2691	HGF	ENSTGUG00000002584
2692	SLC35B4	ENSTGUG00000001953
2693	FAM117B	ENSTGUG00000010101
2694	LRGUK	ENSTGUG00000001956
2695	SPINT1	ENSTGUG00000010764
2696	WDR12	ENSTGUG00000010086
2698	CARF	ENSTGUG00000010076
2699	ARRDC1	ENSTGUG00000002813
2701	ABCF3	ENSTGUG00000010142
2702	STAG2	ENSTGUG00000003722
2704	VPS18	ENSTGUG00000010775
2707	THOC2	ENSTGUG00000003682
2708	GRIA3	ENSTGUG00000003563
2709	C1GALT1C1	
2711	MCTS1	ENSTGUG00000003338
2712	TP53BP1	ENSTGUG00000010331
2714	ABHD12	ENSTGUG00000004985
2717	MDH1B	ENSTGUG00000009999
2718	TUBGCP4	ENSTGUG00000010347
2719	CRELD2	ENSTGUG00000003874
2720	ARL5B	ENSTGUG00000001236
2721	ENSGALT00000013953	ENSTGUG00000004842
2723	LAMP2	ENSTGUG00000003483
2727	NDUFAF1	ENSTGUG00000010829
2728	ATP1B4	ENSTGUG00000003461
2729	RTF1	ENSTGUG00000010837
2732	TMEM255A	ENSTGUG00000003447
2733	INO80D	ENSTGUG00000009890
2734	MAPK12	ENSTGUG00000004046
2735	UPF3B	ENSTGUG00000003413
2736	ENSGALT00000014054	
2741	APMAP	ENSTGUG00000006058
2742	CXorf56	ENSTGUG00000003329
2743	STAM	ENSTGUG00000001285
2745	CST7	ENSTGUG00000006040
2746	BCL10	ENSTGUG00000006455
2747	CTLA4	ENSTGUG00000009756
2748	DSTN	ENSTGUG00000005998
2752	SLC25A43	ENSTGUG00000003315
2753	MAPKBP1	
2755	TRABD	ENSTGUG00000003963
2757	MCOLN2	ENSTGUG00000006506
2759	CYP20A1	ENSTGUG00000009709
2761	PNPLA7	ENSTGUG00000002701
2762	MINDY3	ENSTGUG00000001331
2763	DPH7	ENSTGUG00000002695
2765	WDR92	ENSTGUG00000018213
2766	SPAM1	ENSTGUG00000004270
2770	SPRED2	ENSTGUG00000002349
2771	CTBS	ENSTGUG00000006581
2773	NMT2	ENSTGUG00000001356
2774	GPAM	ENSTGUG00000010709
2778	RPL12	ENSTGUG00000002676
2779	FAM161A	ENSTGUG00000006509
2781	CCT4	ENSTGUG00000006478
2782	CROT	ENSTGUG00000001370
2784	LRRN4	ENSTGUG00000006475
2785	LRSAM1	ENSTGUG00000002664
2786	OLAH	ENSTGUG00000001368
2787	IQUB	ENSTGUG00000004331
2788	AFTPH	ENSTGUG00000002302
2789	SLC31A1	ENSTGUG00000002639
2790	HAO1	ENSTGUG00000006420
2792	UGP2	ENSTGUG00000002252
2793	PRPF4	ENSTGUG00000002623
2794	MDH1	ENSTGUG00000002244
2795	WDR31	ENSTGUG00000002620
2796	LONRF3	ENSTGUG00000003292
2798	DNAJC10	ENSTGUG00000009565
2800	ALAD	ENSTGUG00000002610
2801	FAM199X	ENSTGUG00000003278
2803	ENSGALT00000014426	
2805	PDE1A	ENSTGUG00000009501
2807	TTC14	ENSTGUG00000010592
2808	ADGRL4	ENSTGUG00000006751
2811	PPP1R1C	ENSTGUG00000009498
2812	GRIN1	ENSTGUG00000002568
2814	ITPRID2	ENSTGUG00000009469
2820	NDOR1	ENSTGUG00000002513
2824	TMEM17	
2825	COMMD1	ENSTGUG00000002215
2828	FUBP1	ENSTGUG00000006841
2830	FBXO11	ENSTGUG00000005572
2831	NEXN	ENSTGUG00000006920
2834	RUNDC3B	ENSTGUG00000001387
2835	CCDC186	ENSTGUG00000010893
2836	EXD3	ENSTGUG00000002494
2837	KCNK12	ENSTGUG00000005557
2838	DBF4	ENSTGUG00000001396
2840	FBXW5	ENSTGUG00000002426
2842	USP33	ENSTGUG00000006953
2843	FAM3C	ENSTGUG00000004613
2844	ITGA4	ENSTGUG00000009384
2845	TRMT61B	ENSTGUG00000005482
2846	VWA2	
2848	WDR43	ENSTGUG00000005464
2849	RADX	
2850	VPS39	ENSTGUG00000011036
2851	ANKEF1	ENSTGUG00000006163
2855	PCARE	
2856	PIGK	ENSTGUG00000007025
2857	SLX4IP	ENSTGUG00000006123
2858	TMEM87A	ENSTGUG00000011064
2861	CLIP4	ENSTGUG00000005446
2862	CFAP69	
