"ncbi_gene_id","ensembl_gene_id"
"PSMA3","ENSTGUG00000013036"
"TAF1B","ENSTGUG00000013037"
"GRHL1","ENSTGUG00000013038"
"GDPD4","ENSTGUG00000013039"
"ACTR10","ENSTGUG00000013040"
"KLF11","ENSTGUG00000013041"
"RRM2","ENSTGUG00000013042"
"MYO7A","ENSTGUG00000013043"
"HPCAL1","ENSTGUG00000013044"
"ODC1","ENSTGUG00000013045"
"NOL10","ENSTGUG00000013047"
"SLC35F4","ENSTGUG00000013048"
"AP5M1","ENSTGUG00000013050"
"EXOC5","ENSTGUG00000013051"
"CAPN5","ENSTGUG00000013052"
"ATP6V1C2","ENSTGUG00000013053"
"OTX2","ENSTGUG00000013055"
"PDIA6","ENSTGUG00000013056"
"TMEM260","ENSTGUG00000013057"
"GUCY2F","ENSTGUG00000013060"
"KTN1","ENSTGUG00000013063"
"ROCK2","ENSTGUG00000013067"
"LOC105758686","ENSTGUG00000013069"
"TBPL2","ENSTGUG00000013070"
"LOC100190538","ENSTGUG00000013071"
"ATG14","ENSTGUG00000013072"
"FBXO34","ENSTGUG00000013074"
"DLGAP5","ENSTGUG00000013075"
"E2F6","ENSTGUG00000013076"
"LGALS3","ENSTGUG00000013077"
"MAPK1IP1L","ENSTGUG00000013078"
"SOCS4","ENSTGUG00000013079"
"WDHD1","ENSTGUG00000013080"
"GREB1","ENSTGUG00000013081"
"GCH1","ENSTGUG00000013083"
"LPIN1","ENSTGUG00000013085"
"SAMD4A","ENSTGUG00000013086"
"LOC100230740","ENSTGUG00000013087"
"CGRRF1","ENSTGUG00000013088"
"TRIB2","ENSTGUG00000013089"
"LRATD1","ENSTGUG00000013091"
"NBAS","ENSTGUG00000013092"
"CNIH1","ENSTGUG00000013093"
"BMP4","ENSTGUG00000013095"
"DDX1","ENSTGUG00000013096"
"DDHD1","ENSTGUG00000013097"
"FERMT2","ENSTGUG00000013098"
"M6PR","ENSTGUG00000013099"
"PHC1","ENSTGUG00000013100"
"GNPNAT1","ENSTGUG00000013101"
"PSMC6","ENSTGUG00000013103"
"MYCN","ENSTGUG00000013104"
"LOC100228861","ENSTGUG00000013105"
"FAM49A","ENSTGUG00000013106"
"LOC100225878","ENSTGUG00000013107"
"ERO1A","ENSTGUG00000013108"
"VSNL1","ENSTGUG00000013109"
"SMC6","ENSTGUG00000013110"
"RIMKLB","ENSTGUG00000013112"
"LOC105759341","ENSTGUG00000013113"
"LOC115495639","ENSTGUG00000013116"
"GEN1","ENSTGUG00000013117"
"LOC100223907","ENSTGUG00000013119"
"LOC100230680","ENSTGUG00000013121"
"MSGN1","ENSTGUG00000013122"
"LOC100227862","ENSTGUG00000013123"
"LOC100229718","ENSTGUG00000013124"
"LOC100224972","ENSTGUG00000013125"
"KCNS3","ENSTGUG00000013126"
"LOC100228466","ENSTGUG00000013127"
"RTRAF","ENSTGUG00000013128"
"LOC100224575","ENSTGUG00000013129"
"LOC115494714","ENSTGUG00000013130"
"FOXJ2","ENSTGUG00000013133"
"FRMD6","ENSTGUG00000013134"
"TTC32","ENSTGUG00000013135"
"WDR35","ENSTGUG00000013136"
"LOC101233523","ENSTGUG00000013138"
"LOC100219112","ENSTGUG00000013140"
"PYGL","ENSTGUG00000013142"
"MATN3","ENSTGUG00000013143"
"TCAF2","ENSTGUG00000013145"
"LAPTM4A","ENSTGUG00000013146"
"FKBP4","ENSTGUG00000013147"
"SDC1","ENSTGUG00000013148"
"PUM2","ENSTGUG00000013149"
"ITFG2","ENSTGUG00000013150"
"NIN","ENSTGUG00000013151"
"NRIP2","ENSTGUG00000013152"
"FOXM1","ENSTGUG00000013153"
"RHNO1","ENSTGUG00000013156"
"TULP3","ENSTGUG00000013157"
"LOC100225592","ENSTGUG00000013159"
"ATL1","ENSTGUG00000013160"
"TEAD4","ENSTGUG00000013161"
"HS1BP3","ENSTGUG00000013163"
"LDAH","ENSTGUG00000013165"
"APOB","ENSTGUG00000013166"
"TSPAN9","ENSTGUG00000013167"
"MAP4K5","ENSTGUG00000013168"
"PARP11","ENSTGUG00000013169"
"CRACR2A","ENSTGUG00000013170"
"PRMT8","ENSTGUG00000013173"
"CDKL1","ENSTGUG00000013175"
"KLHL29","ENSTGUG00000013176"
"ATAD2B","ENSTGUG00000013179"
"DMAC2L","ENSTGUG00000013180"
"LOC100221157","ENSTGUG00000013181"
"L2HGDH","ENSTGUG00000013182"
"SOS2","ENSTGUG00000013184"
"UBXN2A","ENSTGUG00000013185"
"EPHB6","ENSTGUG00000013187"
"MFSD2B","ENSTGUG00000013188"
"LOC100223718","ENSTGUG00000013189"
"FKBP1B","ENSTGUG00000013190"
"TP53I3","ENSTGUG00000013192"
"ITSN2","ENSTGUG00000013193"
"VCPKMT","ENSTGUG00000013194"
"LOC100220191","ENSTGUG00000013195"
"ARF6","ENSTGUG00000013196"
"NEMF","ENSTGUG00000013197"
"KEL","ENSTGUG00000013198"
"KLHDC2","ENSTGUG00000013199"
"GCFC2","ENSTGUG00000013201"
"LOC100226962","ENSTGUG00000013203"
"MRPL19","ENSTGUG00000013204"
"GSTK1","ENSTGUG00000013205"
"KLHDC1","ENSTGUG00000013206"
"EVA1A","ENSTGUG00000013207"
"PTCHD4","ENSTGUG00000013208"
"LOC100230753","ENSTGUG00000013210"
"POLE2","ENSTGUG00000013211"
"ADGRF4","ENSTGUG00000013212"
"CD2AP","ENSTGUG00000013213"
"TNFRSF21","ENSTGUG00000013214"
"ADGRF5","ENSTGUG00000013215"
"LRR1","ENSTGUG00000013217"
"MDGA2","ENSTGUG00000013218"
"MEP1A","ENSTGUG00000013219"
"CASP2","ENSTGUG00000013221"
"CLCN1","ENSTGUG00000013222"
"LOC105759119","ENSTGUG00000013224"
"MIS18BP1","ENSTGUG00000013225"
"FANCM","ENSTGUG00000013226"
"ANKRD66","ENSTGUG00000013227"
"PLA2G7","ENSTGUG00000013229"
"LOC100225532","ENSTGUG00000013230"
"FKBP3","ENSTGUG00000013231"
"PRPF39","ENSTGUG00000013235"
"SLC25A27","ENSTGUG00000013236"
"TOGARAM1","ENSTGUG00000013237"
"ZYX","ENSTGUG00000013238"
"LOC115495642","ENSTGUG00000013239"
"LOC100225542","ENSTGUG00000013240"
"LRFN5","ENSTGUG00000013241"
"EPHA1","ENSTGUG00000013242"
"ENPP4","ENSTGUG00000013245"
"LOC100228855","ENSTGUG00000013247"
"PEX5","ENSTGUG00000013248"
"SUPT3H","ENSTGUG00000013250"
"CDC5L","ENSTGUG00000013251"
"LOC100221073","ENSTGUG00000013252"
"CLSTN3","ENSTGUG00000013253"
"LOC100217864","ENSTGUG00000013256"
"MMUT","ENSTGUG00000013257"
"RBP5","ENSTGUG00000013259"
"LOC100224630","ENSTGUG00000013260"
"C1R","ENSTGUG00000013261"
"RHAG","ENSTGUG00000013262"
"LOC100231317","ENSTGUG00000013263"
"TFAP2D","ENSTGUG00000013264"
"C1S","ENSTGUG00000013265"
"PKHD1","ENSTGUG00000013268"
"LPCAT3","ENSTGUG00000013269"
"EMG1","ENSTGUG00000013271"
"LOC100226587","ENSTGUG00000013272"
"PHB2","ENSTGUG00000013273"
"LOC100223710","ENSTGUG00000013274"
"MCM3","ENSTGUG00000013275"
"PTPN6","ENSTGUG00000013276"
"EFHC1","ENSTGUG00000013278"
"C1H12orf57","ENSTGUG00000013279"
"ATN1","ENSTGUG00000013280"
"TRAM2","ENSTGUG00000013281"
"LOC101233915","ENSTGUG00000013283"
"LOC115494690","ENSTGUG00000013284"
"LOC115494687","ENSTGUG00000013287"
"LOC100226218","ENSTGUG00000013288"
"CTSB","ENSTGUG00000013291"
"ENO2","ENSTGUG00000013292"
"FDFT1","ENSTGUG00000013293"
"USP5","ENSTGUG00000013294"
"NEIL2","ENSTGUG00000013296"
"BLK","ENSTGUG00000013299"
"CDCA3","ENSTGUG00000013300"
"GNB3","ENSTGUG00000013301"
"P3H3","ENSTGUG00000013302"
"FAM167A","ENSTGUG00000013303"
"CD4","ENSTGUG00000013304"
"LOC101234062","ENSTGUG00000013305"
"MTMR9","ENSTGUG00000013306"
"LAG3","ENSTGUG00000013307"
"MLF2","ENSTGUG00000013310"
"XKR6","ENSTGUG00000013311"
"COPS7A","ENSTGUG00000013312"
"SOX7","ENSTGUG00000013314"
"ZNF384","ENSTGUG00000013319"
"PRSS55","ENSTGUG00000013320"
"MSRA","ENSTGUG00000013321"
"KIF13B","ENSTGUG00000013322"
"ING4","ENSTGUG00000013323"
"HMBOX1","ENSTGUG00000013324"
"INTS9","ENSTGUG00000013325"
"ACRBP","ENSTGUG00000013326"
"LPAR5","ENSTGUG00000013328"
"CHD4","ENSTGUG00000013329"
"EXTL3","ENSTGUG00000013330"
"FZD3","ENSTGUG00000013332"
"FBXO16","ENSTGUG00000013334"
"ELP3","ENSTGUG00000013335"
"NOP2","ENSTGUG00000013336"
"GAPDH","ENSTGUG00000013338"
"NCAPD2","ENSTGUG00000013339"
"LOC115492647","ENSTGUG00000013341"
"SCNN1A","ENSTGUG00000013342"
"FBXO40","ENSTGUG00000013343"
"KPNA1","ENSTGUG00000013344"
"CSTB","ENSTGUG00000013347"
"CASR","ENSTGUG00000013348"
"CD86","ENSTGUG00000013349"
"MAN1A2","ENSTGUG00000013350"
"HAO2","ENSTGUG00000013351"
"TBX15","ENSTGUG00000013355"
"SPAG17","ENSTGUG00000013356"
"WDR3","ENSTGUG00000013357"
"GDAP2","ENSTGUG00000013358"
"TENT5C","ENSTGUG00000013359"
"DUSP12","ENSTGUG00000013360"
"ATP6V1A","ENSTGUG00000013361"
"USF3","ENSTGUG00000013363"
"SIDT1","ENSTGUG00000013364"
"SPICE1","ENSTGUG00000013365"
"TRIM45","ENSTGUG00000013366"
"VTCN1","ENSTGUG00000013367"
"TNFRSF1A","ENSTGUG00000013369"
"METTL16","ENSTGUG00000013370"
"POLQ","ENSTGUG00000013371"
"STXBP5L","ENSTGUG00000013372"
"GTF2E1","ENSTGUG00000013373"
"RABL3","ENSTGUG00000013374"
"HGD","ENSTGUG00000013375"
"NDUFB4","ENSTGUG00000013376"
"FSTL1","ENSTGUG00000013377"
"GPR156","ENSTGUG00000013379"
"GSK3B","ENSTGUG00000013380"
"MAATS1","ENSTGUG00000013381"
"POPDC2","ENSTGUG00000013383"
"PLA1A","ENSTGUG00000013384"
"CD58","ENSTGUG00000013385"
"SLC22A15","ENSTGUG00000013386"
"NHLH2","ENSTGUG00000013389"
"CASQ2","ENSTGUG00000013390"
"VANGL1","ENSTGUG00000013391"
"CHD1L","ENSTGUG00000013392"
"LOC105760670","ENSTGUG00000013393"
"TMEM39A","ENSTGUG00000013394"
"B4GALT4","ENSTGUG00000013395"
"LOC100219809","ENSTGUG00000013396"
"LOC100227480","ENSTGUG00000013397"
"UPK1B","ENSTGUG00000013399"
"IGSF11","ENSTGUG00000013400"
"LSAMP","ENSTGUG00000013402"
"LOC105758690","ENSTGUG00000013404"
"DRD3","ENSTGUG00000013405"
"QTRT2","ENSTGUG00000013406"
"CCDC191","ENSTGUG00000013407"
"ZDHHC23","ENSTGUG00000013408"
"GRAMD1C","ENSTGUG00000013409"
"LOC115493810","ENSTGUG00000013410"
"LOC100222730","ENSTGUG00000013411"
"CLDND1","ENSTGUG00000013412"
"LOC100227541","ENSTGUG00000013413"
"CFAP44","ENSTGUG00000013415"
"BOC","ENSTGUG00000013417"
"LOC115493776","ENSTGUG00000013418"
"NEPRO","ENSTGUG00000013419"
"TAF13","ENSTGUG00000013420"
"GTPBP8","ENSTGUG00000013421"
"CCDC80","ENSTGUG00000013423"
"SLC35A5","ENSTGUG00000013424"
"ATG3","ENSTGUG00000013426"
"SLC19A2","ENSTGUG00000013427"
"BLZF1","ENSTGUG00000013429"
"ATP1B1","ENSTGUG00000013431"
"LOC100227529","ENSTGUG00000013433"
"TBX19","ENSTGUG00000013434"
"GPR161","ENSTGUG00000013437"
"TTF2","ENSTGUG00000013438"
"CPOX","ENSTGUG00000013439"
"ST3GAL6","ENSTGUG00000013440"
"COL8A1","ENSTGUG00000013441"
"URB1","ENSTGUG00000013442"
"EVA1C","ENSTGUG00000013443"
"CFAP298","ENSTGUG00000013444"
"SYNJ1","ENSTGUG00000013445"
"PPME1","ENSTGUG00000013448"
"P4HA3","ENSTGUG00000013449"
"RNF169","ENSTGUG00000013451"
"CHRDL2","ENSTGUG00000013452"
"POLD3","ENSTGUG00000013453"
"LIPT2","ENSTGUG00000013454"
"KCNE3","ENSTGUG00000013455"
"PGM2L1","ENSTGUG00000013456"
"TPBGL","ENSTGUG00000013457"
"SLCO2B1","ENSTGUG00000013458"
"GRIK1","ENSTGUG00000013459"
"TIAM1","ENSTGUG00000013461"
"SOD1","ENSTGUG00000013463"
"SCAF4","ENSTGUG00000013464"
"HUNK","ENSTGUG00000013465"
"DNAJB13","ENSTGUG00000013466"
"PAAF1","ENSTGUG00000013467"
"LOC100219445","ENSTGUG00000013468"
"MRPL48","ENSTGUG00000013469"
"RAB6A","ENSTGUG00000013470"
"PLEKHB1","ENSTGUG00000013472"
"RELT","ENSTGUG00000013475"
"ARHGEF17","ENSTGUG00000013476"
"P2RY6","ENSTGUG00000013477"
"P2RY2","ENSTGUG00000013478"
"FCHSD2","ENSTGUG00000013479"
"SERPINH1","ENSTGUG00000013481"
"GDPD5","ENSTGUG00000013482"
"ADAMTS1","ENSTGUG00000013483"
"ADAMTS5","ENSTGUG00000013485"
"N6AMT1","ENSTGUG00000013486"
"ZNF654","ENSTGUG00000013489"
"EPHA3","ENSTGUG00000013491"
"PROS1","ENSTGUG00000013492"
"ARL13B","ENSTGUG00000013493"
"STX19","ENSTGUG00000013494"
"NSUN3","ENSTGUG00000013495"
"EPHA6","ENSTGUG00000013496"
"CRYBG3","ENSTGUG00000013499"
"RIOX2","ENSTGUG00000013500"
"GABRR3","ENSTGUG00000013501"
"DCAF6","ENSTGUG00000013502"
"RCSD1","ENSTGUG00000013505"
"CD247","ENSTGUG00000013507"
"POU2F1","ENSTGUG00000013508"
"DUSP27","ENSTGUG00000013509"
"GPA33","ENSTGUG00000013510"
"MAEL","ENSTGUG00000013511"
"ILDR2","ENSTGUG00000013512"
"LOC100222365","ENSTGUG00000013513"
"PTGFRN","ENSTGUG00000013515"
"CD101","ENSTGUG00000013516"
"IGSF3","ENSTGUG00000013517"
"CD80","ENSTGUG00000013518"
"ADPRH","ENSTGUG00000013519"
"POGLUT1","ENSTGUG00000013522"
"BCL9","ENSTGUG00000013523"
"ACP6","ENSTGUG00000013525"
"GJA5","ENSTGUG00000013526"
"GPR89B","ENSTGUG00000013528"
"PDZK1","ENSTGUG00000013529"
"HTR1F","ENSTGUG00000013530"
"POU1F1","ENSTGUG00000013531"
"CHMP2B","ENSTGUG00000013532"
"CADM2","ENSTGUG00000013534"
"GBE1","ENSTGUG00000013536"
"ROBO1","ENSTGUG00000013537"
"ROBO2","ENSTGUG00000013538"
"LIPI","ENSTGUG00000013541"
"LOC100226157","ENSTGUG00000013543"
"NRIP1","ENSTGUG00000013544"
"USP25","ENSTGUG00000013545"
"CXADR","ENSTGUG00000013547"
"C1H21orf91","ENSTGUG00000013549"
"CHODL","ENSTGUG00000013550"
"TMPRSS15","ENSTGUG00000013551"
"NCAM2","ENSTGUG00000013552"
"MRPL39","ENSTGUG00000013553"
"GABPA","ENSTGUG00000013556"
"APP","ENSTGUG00000013557"
"LOC100232594","ENSTGUG00000013560"
"MOGAT2","ENSTGUG00000013561"
"DGAT2","ENSTGUG00000013562"
"UVRAG","ENSTGUG00000013563"
"WNT11","ENSTGUG00000013564"
"THAP12","ENSTGUG00000013565"
"EMSY","ENSTGUG00000013566"
"LOC100221052","ENSTGUG00000013568"
"WDR73","ENSTGUG00000013569"
"ARRB1","ENSTGUG00000013570"
"PDE2A","ENSTGUG00000013571"
"ARAP1","ENSTGUG00000013572"
"CLPB","ENSTGUG00000013575"
"LOC100220024","ENSTGUG00000013578"
"PAXBP1","ENSTGUG00000013579"
"LAMTOR1","ENSTGUG00000013581"
"RNF121","ENSTGUG00000013584"
"BACH1","ENSTGUG00000013585"
"MAP3K7CL","ENSTGUG00000013586"
"CCT8","ENSTGUG00000013587"
"USP16","ENSTGUG00000013588"
"RWDD2B","ENSTGUG00000013589"
"LTN1","ENSTGUG00000013590"
"LOC100221949","ENSTGUG00000013591"
"C1H3orf52","ENSTGUG00000013592"
"TMPRSS7","ENSTGUG00000013593"
"TAGLN3","ENSTGUG00000013594"
"ABHD10","ENSTGUG00000013595"
"PHLDB2","ENSTGUG00000013596"
"CD96","ENSTGUG00000013599"
"NECTIN3","ENSTGUG00000013600"
"GUCA1C","ENSTGUG00000013601"
"HJURP","ENSTGUG00000013602"
"LOC101233451","ENSTGUG00000013603"
"SH2D1B","ENSTGUG00000013605"
"CIP2A","ENSTGUG00000013606"
"MYH15","ENSTGUG00000013607"
"HHLA2","ENSTGUG00000013608"
"IFT57","ENSTGUG00000013609"
"BBX","ENSTGUG00000013611"
"CBLB","ENSTGUG00000013612"
"ALCAM","ENSTGUG00000013613"
"ZPLD1","ENSTGUG00000013614"
"NFKBIZ","ENSTGUG00000013615"
"CEP97","ENSTGUG00000013616"
"ZBTB11","ENSTGUG00000013619"
"TRMT10C","ENSTGUG00000013621"
"LOC100219101","ENSTGUG00000013623"
"SENP7","ENSTGUG00000013624"
"IMPG2","ENSTGUG00000013625"
"ABI3BP","ENSTGUG00000013627"
"TFG","ENSTGUG00000013628"
"TMEM45A","ENSTGUG00000013629"
"LNP1","ENSTGUG00000013630"
"TOMM70","ENSTGUG00000013631"
"NIT2","ENSTGUG00000013632"
"TBC1D23","ENSTGUG00000013633"
"FILIP1L","ENSTGUG00000013634"
"LOC100221041","ENSTGUG00000013635"
"DCBLD2","ENSTGUG00000013637"
"KCND3","ENSTGUG00000013643"
"LOC100221991","ENSTGUG00000013670"
"LOC100219622","ENSTGUG00000013676"
"PACSIN1","ENSTGUG00000013694"
"HJV","ENSTGUG00000013701"
"DNMT1","ENSTGUG00000013708"
"LOC100223636","ENSTGUG00000013726"
"IDH3B","ENSTGUG00000013737"
"GRN","ENSTGUG00000013758"
"TXK","ENSTGUG00000013782"
"NT5C3B","ENSTGUG00000013789"
"KLHL10","ENSTGUG00000013823"
"LOC100218875","ENSTGUG00000013838"
"THBS3","ENSTGUG00000013839"
"TIMM44","ENSTGUG00000013849"
"PTPN1","ENSTGUG00000013852"
"ABCA7","ENSTGUG00000013858"
"GATAD2A","ENSTGUG00000013885"
"LOC100221565","ENSTGUG00000013890"
"LOC100189956","ENSTGUG00000013905"
"MAU2","ENSTGUG00000013909"
"CYP2J19A","ENSTGUG00000013940"
"SUGP1","ENSTGUG00000013941"
"TM6SF2","ENSTGUG00000013966"
"RFXANK","ENSTGUG00000014033"
"CERS1","ENSTGUG00000014035"
"LOC115498066","ENSTGUG00000014064"
"COMP","ENSTGUG00000014102"
"ALDH6A1","ENSTGUG00000014114"
"EXOSC5","ENSTGUG00000014136"
"CSNK1G2","ENSTGUG00000014183"
"CENPH","ENSTGUG00000014185"
"MRPS36","ENSTGUG00000014188"
"SEC11A","ENSTGUG00000014189"
"CDK7","ENSTGUG00000014190"
"LOC105760628","ENSTGUG00000014203"
"PPIB","ENSTGUG00000014219"
"LOC100227710","ENSTGUG00000014232"
"SKOR2","ENSTGUG00000014263"
"LOC115496728","ENSTGUG00000014270"
"LOC100232591","ENSTGUG00000014278"
"AP3S2","ENSTGUG00000014282"
"LOC100218419","ENSTGUG00000014295"
"OSGEP","ENSTGUG00000014301"
"LOC115491484","ENSTGUG00000014303"
"SERINC2","ENSTGUG00000014321"
"UTP4","ENSTGUG00000014356"
"LOC100218634","ENSTGUG00000014379"
"SELENOI","ENSTGUG00000014407"
"PLCD3","ENSTGUG00000014417"
"HADHB","ENSTGUG00000014433"
"LOC100220049","ENSTGUG00000014435"
"PSMB6","ENSTGUG00000014445"
"SNTB2","ENSTGUG00000014450"
"LOC100228107","ENSTGUG00000014456"
"VPS4A","ENSTGUG00000014470"
"LOC100224409","ENSTGUG00000014475"
"LOC115494667","ENSTGUG00000014477"
"LOC115490578","ENSTGUG00000014511"
"LOC115491499","ENSTGUG00000014512"
"LOC115490552","ENSTGUG00000014514"
"PDZRN3","ENSTGUG00000014523"
"CAD","ENSTGUG00000014552"
"MATR3","ENSTGUG00000014568"
"LOC115491921","ENSTGUG00000014587"
"LMAN1","ENSTGUG00000014591"
"SLC23A1","ENSTGUG00000014601"
"PRIM1","ENSTGUG00000014616"
"GPN1","ENSTGUG00000014626"
"DNAJC18","ENSTGUG00000014636"
"ZNF512","ENSTGUG00000014642"
"KCNN1","ENSTGUG00000014658"
"FNDC4","ENSTGUG00000014667"
"PCDH1","ENSTGUG00000014668"
"LOC100231911","ENSTGUG00000014679"
"IFT172","ENSTGUG00000014698"
"FSCN2","ENSTGUG00000014701"
"FGF18","ENSTGUG00000014702"
"FBXW11","ENSTGUG00000014711"
"LOC115490707","ENSTGUG00000014715"
"NRBP1","ENSTGUG00000014718"
"ETF1","ENSTGUG00000014736"
"PPM1G","ENSTGUG00000014753"
"VAX2","ENSTGUG00000014757"
"HSPA9","ENSTGUG00000014760"
"LOC100222286","ENSTGUG00000014780"
"ARFIP2","ENSTGUG00000014784"
"SNX17","ENSTGUG00000014787"
"CTNNA1","ENSTGUG00000014808"
"EIF2B4","ENSTGUG00000014831"
"LOC100218564","ENSTGUG00000014859"
"LOC105760177","ENSTGUG00000014870"
"LRRTM2","ENSTGUG00000014886"
"SIL1","ENSTGUG00000014889"
"LOC115491815","ENSTGUG00000014899"
"KCNIP1","ENSTGUG00000014900"
"GTF3C2","ENSTGUG00000014901"
"GABRP","ENSTGUG00000014916"
"WNT1","ENSTGUG00000014931"
"LOC100190237","ENSTGUG00000014961"
"SLC5A6","ENSTGUG00000014964"
"NPM1","ENSTGUG00000014970"
"LOC115497575","ENSTGUG00000014975"
"CALR","ENSTGUG00000014982"
"AGO3","ENSTGUG00000014986"
"LOC100231964","ENSTGUG00000014992"
"HDAC3","ENSTGUG00000015013"
"LOC115490575","ENSTGUG00000015018"
"PPP3CC","ENSTGUG00000015025"
"LOC100223465","ENSTGUG00000015026"
"CCM2","ENSTGUG00000015039"
"LOC105760502","ENSTGUG00000015052"
"LOC100226999","ENSTGUG00000015063"
"FCHSD1","ENSTGUG00000015068"
"LOC115497097","ENSTGUG00000015072"
"ARAP3","ENSTGUG00000015074"
"LOC115492856","ENSTGUG00000015127"
"LOC100226112","ENSTGUG00000015140"
"BTK","ENSTGUG00000015142"
"LOC115498132","ENSTGUG00000015154"
"NPR1","ENSTGUG00000015156"
"LOC100228717","ENSTGUG00000015165"
"PTRHD1","ENSTGUG00000015169"
"DBN1","ENSTGUG00000015188"
"LOC115495139","ENSTGUG00000015202"
"DCTN2","ENSTGUG00000015204"
"SYCP1","ENSTGUG00000015209"
"LOC100219454","ENSTGUG00000015215"
"H2AFV","ENSTGUG00000015225"
"ATRN","ENSTGUG00000015245"
"DNM2","ENSTGUG00000015262"
"LOC100227764","ENSTGUG00000015307"
"FKBP11","ENSTGUG00000015311"
"RPS5","ENSTGUG00000015321"
"LOC115494573","ENSTGUG00000015327"
"LOC105760759","ENSTGUG00000015337"
"ZDHHC4","ENSTGUG00000015391"
"E4F1","ENSTGUG00000015400"
"LOC100222335","ENSTGUG00000015405"
"PGP","ENSTGUG00000015413"
"PRADC1","ENSTGUG00000015425"
"SMYD5","ENSTGUG00000015434"
"LOC100219950","ENSTGUG00000015448"
"LOC100223020","ENSTGUG00000015459"
"LOC100225820","ENSTGUG00000015465"
"VPS16","ENSTGUG00000015484"
"LOC100229872","ENSTGUG00000015488"
"CAPN15","ENSTGUG00000015489"
"EXOC6B","ENSTGUG00000015491"
"KCNJ5","ENSTGUG00000015501"
"LOC105760446","ENSTGUG00000015520"
"CACNB3","ENSTGUG00000015546"
"PES1","ENSTGUG00000015553"
"DYSF","ENSTGUG00000015557"
"GATAD2B","ENSTGUG00000015563"
"LOC100220983","ENSTGUG00000015566"
"LOC100225410","ENSTGUG00000015572"
"AP1B1","ENSTGUG00000015581"
"LOC115492678","ENSTGUG00000015587"
"LOC115498130","ENSTGUG00000015593"
"RASAL1","ENSTGUG00000015602"
"LOC115498134","ENSTGUG00000015612"
"LOC105759573","ENSTGUG00000015614"
"ATP5F1B","ENSTGUG00000015620"
"WSB2","ENSTGUG00000015624"
"NACA","ENSTGUG00000015631"
"RFC5","ENSTGUG00000015633"
"BAX","ENSTGUG00000015645"
"GPR182","ENSTGUG00000015646"
"LOC115492665","ENSTGUG00000015647"
"MYO1A","ENSTGUG00000015653"
"LOC100224265","ENSTGUG00000015659"
"LOC115491516","ENSTGUG00000015682"
"LOC101233771","ENSTGUG00000015689"
"LAMC1","ENSTGUG00000015697"
"STAT6","ENSTGUG00000015716"
"SLC6A5","ENSTGUG00000015718"
"LOC100229949","ENSTGUG00000015726"
"LRP1","ENSTGUG00000015747"
"PRMT3","ENSTGUG00000015757"
"LOC100223910","ENSTGUG00000015786"
"DBX1","ENSTGUG00000015791"
"NAV2","ENSTGUG00000015800"
"USP36","ENSTGUG00000015811"
"LRRC52","ENSTGUG00000015814"
"NPPA","ENSTGUG00000015836"
"LOC115490985","ENSTGUG00000015853"
"LSR","ENSTGUG00000015854"
"E2F8","ENSTGUG00000015857"
"SHMT2","ENSTGUG00000015865"
"CSRP3","ENSTGUG00000015869"
"PHF12","ENSTGUG00000015872"
"R3HDM2","ENSTGUG00000015881"
"ZDHHC13","ENSTGUG00000015883"
"SLC25A44","ENSTGUG00000015885"
"LOC101233106","ENSTGUG00000015886"
"LMNA","ENSTGUG00000015888"
"SEZ6","ENSTGUG00000015889"
"INHBC","ENSTGUG00000015903"
"LOC115490530","ENSTGUG00000015913"
"PTH","ENSTGUG00000015915"
"BTBD10","ENSTGUG00000015919"
"LOC100226217","ENSTGUG00000015939"
"LOC101232902","ENSTGUG00000015948"
"ARNTL","ENSTGUG00000015954"
"LOC100230026","ENSTGUG00000015973"
"LOC100229494","ENSTGUG00000015982"
"LOC100223649","ENSTGUG00000015985"
"LOC100220727","ENSTGUG00000016018"
"ASIC3","ENSTGUG00000016020"
"NME6","ENSTGUG00000016027"
"LOC115491583","ENSTGUG00000016037"
"LOC115492209","ENSTGUG00000016038"
"MICAL2","ENSTGUG00000016051"
"USP21","ENSTGUG00000016056"
"FLNC","ENSTGUG00000016061"
"LMF2","ENSTGUG00000016093"
"DKK3","ENSTGUG00000016109"
"SARNP","ENSTGUG00000016126"
"USP47","ENSTGUG00000016131"
"LOC100226719","ENSTGUG00000016156"
"LOC115492536","ENSTGUG00000016168"
"LOC115497187","ENSTGUG00000016182"
"GALNT18","ENSTGUG00000016192"
"LOC100230872","ENSTGUG00000016203"
"LOC115492597","ENSTGUG00000016228"
"LOC115491345","ENSTGUG00000016232"
"IGF2BP1","ENSTGUG00000016237"
"LOC115492573","ENSTGUG00000016248"
"SLC43A3","ENSTGUG00000016253"
"LOC115498160","ENSTGUG00000016254"
"LOC115498071","ENSTGUG00000016262"
"LOC115490885","ENSTGUG00000016263"
"LOC115498459","ENSTGUG00000016265"
"NPC2","ENSTGUG00000016271"
"ISCA2","ENSTGUG00000016281"
"LOC115498079","ENSTGUG00000016289"
"PPP2R1A","ENSTGUG00000016304"
"ABHD12B","ENSTGUG00000016310"
"SMIM11A","ENSTGUG00000016312"
"SIGLEC1","ENSTGUG00000016383"
"LOC100228958","ENSTGUG00000016384"
"PCDH15","ENSTGUG00000016392"
"TEX36","ENSTGUG00000016414"
"LOC115497654","ENSTGUG00000016416"
"DUSP23","ENSTGUG00000016440"
"LOC115494811","ENSTGUG00000016469"
"LOC115493182","ENSTGUG00000016491"
"LOC100231740","ENSTGUG00000016498"
"FDPS","ENSTGUG00000016507"
