Types	Targets	Data_type	Variant_type	CNT_gene	Gene_list	CNT_gobp	Average_p	GObp_list
BUCRH,HALLE,HALAL,GALGA,MELGA,ANAPL_TCC_all	BUCRH,HALLE,HALAL,GALGA,MELGA,ANAPL	TCC	all	175	SEC16B,MFNG,SMTNL2,MARCO,MYO9B,SNCAIP,TMEM156,FAM57A,RAB3GAP1,ANO1,REXO4,SPERT,AQP12A,TMEM182,MRPL44,CMTR2,ENSGALT00000002639,CEP97,C2orf71,MTBP,DNAH3,MASTL,SYNE3,C8A,R3HDM1,CREM,GNL2,THBS1,ABCD4,USH1C,WASHC2C,KNDC1,HEYL,ZNFX1,TGS1,LRRC8B,C11orf16,RAD9B,IRAK2,STK36,HRH1,ZFYVE26,SERPINC1,SNUPN,TMEM69,ENSGALT00000017732,KIAA1551,ADGRG6,ENSGALT00000017786,CDC25A,HSDL1,MLH3,FUCA1,ARHGAP31,DIS3L,SLC25A21,ATAD5,HPS1,SURF1,ICE2,CD2,ENSGALT00000040293,ANKEF1,IFNG,TMEM123,HSD17B7,ZCCHC6,RMND1,KIAA1383,ENSGALT00000016833,C14orf37,FNDC9,STK10,LMO7,BTD,ENSGALT00000034628,TCEANC,HEATR3,DENND1A,THOC5,CPN1,CDHR2,WASHC4,SUGT1,DIXDC1,MRPL50,AOAH,ENSGALT00000040349,AHI1,C8B,CHGB,ASPH,CCDC78,SHROOM3,PAPLN,PHF11,BIK,FASN,PNLIP,ADNP2,MEGF9,CCDC141,SETX,CD3D,RPS6KL1,EFHB,ENSGALT00000034321,PHACTR2,C10orf12,CDCA7,SPRED1,ENSGALT00000029971,SYNPO2L,SMC2,SLC6A19,INPP5F,MUM1,ANKZF1,FAM129A,PDCD2L,MGP,COL6A3,ZNF438,METTL4,CFAP57,NEK3,HERPUD1,PDXDC1,RGS4,CFAP43,VEPH1,MYOM3,RUSC2,ZNF518A,WDCP,HIPK3,IGF2R,AP1S3,PRLR,CIT,RAD18,TSEN54,ALDH5A1,HMGCR,GON4L,ENSGALT00000033496,TFRC,CCDC181,NUP153,AGBL1,CHRNG,TERT,ADAM10,SYT10,COPA,ABL1,PCDHAC2,PKN3,KIAA1217,ZNF407,ENSGALT00000013419,SLC35G2,PHF3,CCDC198,SCNN1D,A4GNT,FGB,ANKS4B,SRGAP1,PIGS,ENSGALT00000040771,IL4R,BBS7,TSPOAP1,SLC7A13	1	0.0131	GO:1904970(0.0131)_brush border assembly
BUCRH,PELCR,EGRGA,CHLUN,TAUER,CUCCA_TCC_all	BUCRH,PELCR,EGRGA,CHLUN,TAUER,CUCCA	TCC	all	6	ITGA8,MYRFL,STMN1,SEC23B,DIXDC1,ASPH	1	0.0401	GO:0060322(0.0401)_head development
CALAN,CHAPE,CHLUN,TAUER,CUCCA,PTEGU_TCC_all	CALAN,CHAPE,CHLUN,TAUER,CUCCA,PTEGU	TCC	all	14	C3orf67,SYK,SPG11,FANCA,MED12,MYCBPAP,MAP3K2,AHI1,ENSGALT00000040205,MEI1,SORBS1,MYO9A,SCUBE2,LSS	1	0.0415	GO:0001738(0.0415)_morphogenesis of a polarized epithelium
CALAN,CHAPE,GALGA,MELGA,ANAPL,STRCA_TCC_all	CALAN,CHAPE,GALGA,MELGA,ANAPL,STRCA	TCC	all	364	CD14,C3orf67,CENPC1,METRNL,ZSWIM8,DIS3,LRRK1,LUZP1,DHX37,RMDN2,ATP13A2,DSG2,ENSGALT00000003871,MRPS31,FILIP1L,SGPP2,SLC29A1,C14orf39,LINS1,DDX51,TPGS2,ENSGALT00000040325,DRC7,ENSGALT00000032228,CPPED1,FAM187A,POLDIP2,SYNJ1,SGOL2,KTN1,PROM1,CSGALNACT1,KMO,RCAN2,ARL2BP,SPG11,NFXL1,KIF27,CARF,C2orf71,USP28,FEM1A,CCDC191,PNPLA7,RANBP3,PIGV,DNAH3,AEN,ENSGALT00000011538,ZC2HC1C,GRK7,C8A,CHST15,ENSGALT00000036459,SNIP1,EP400,RBM17,VPS37C,SFI1,B3GLCT,SPIA1,APCDD1L,STYK1,FBXO31,IQCE,FANCA,MORF4L1,SLC35E2B,ITGB2,UGDH,ENSGALT00000020631,TTC39B,CYP2D6,NDUFA10,ENSGALT00000034019,PHLPP1,ZNFX1,TGS1,ENSGALT00000012014,C11orf16,RAD9B,ENSGALT00000020087,CCDC172,SLC9A4,MYCBPAP,ENSGALT00000012985,HRH1,MX1,TTC29,SYCP1,UBQLN1,C6,TMEM52B,SERPINC1,VTG1,SNUPN,ENSGALT00000017732,UTP15,TANC1,HJURP,TMPRSS12,LPO,CDC7,ENSGALT00000011170,MAP3K21,SCAF11,SPATA20,C11orf24,SPIK5,KIAA1551,RCBTB1,ZNF804B,ENO4,ARMC4,NFKB1,ENSGALT00000016762,SCARB1,HIVEP2,TNS1,MLH3,NVL,ANGPTL3,ENSGALT00000036538,RGSL1,CEP95,HPS6,HEATR6,FBXO43,TNFRSF8,SLC13A3,MTIF2,RSL1D1,ICE2,MCM10,KIF2C,NSUN6,CPB1,RSPRY1,COIL,LRRN4,ENSGALT00000007377,SRPRA,ANKEF1,NEDD1,ENSGALT00000007125,CLIP4,FAM69B,ENSGALT00000036845,PSME4,ENSGALT00000003167,RGMA,EIF2S2,FRRS1,COX15,ENSGALT00000036691,ENSGALT00000008482,GFI1B,LONRF1,RP1,NIM1K,C14orf37,ENSGALT00000036964,KLF10,FZD10,IL23R,WASF3,USP16,AOX1,HS2ST1,LETM2,METTL25,PAPPA2,THBS3,PER3,BARD1,PDCD1,SUSD3,GART,CASP8AP2,NPAS2,GCM2,ADCY9,CDHR2,ENSGALT00000032705,C1QA,DDOST,EVPL,RNF169,PMS1,PNP,ATP5PF,C8B,PCM1,IQCB1,CARHSP1,TRIP11,CCT2,EPCAM,ENSGALT00000032925,PAPLN,HYKK,ENSGALT00000030948,AP5Z1,HTATIP2,GOLGB1,CAPS2,SETX,MCM9,ENSGALT00000037351,FUNDC2,TMCO3,ENSGALT00000007401,AP2A2,ZCCHC4,USE1,KIAA1468,CH25H,NOP2,CDH17,MLH1,ITSN2,DLL1,TDRD5,SMC2,QSER1,DUS3L,PPEF2,MUM1,ROPN1L,BRDT,ENSGALT00000028225,ENSGALT00000002607,RBFA,COL6A3,DRC3,THAP5,CORO1C,RCBTB2,CFAP57,GTSE1,PTPDC1,MEI4,CWH43,BEND3,CAMSAP1,SETD2,ENSGALT00000011381,RIPK1,PRKCQ,P2RY11,NRG1,SUGP1,CALCRL,BBS4,DTX4,MICALL2,REST,RAB11FIP5,CCDC18,XRCC6,PALB2,HES6,TCOF1,LRRTM1,ARHGEF37,KIAA0319,ALK,TXNDC16,ISLR2,KIAA2026,GPC4,IGF2R,LRRCC1,ARAP3,FANCD2,MATN2,PAPOLG,PRLR,RFWD3,SH2D4A,CCP110,CASC5,WFS1,ZBTB33,SEC16A,C1GALT1,LTBP2,RAB44,PARP9,HECTD4,GCFC2,IMPG2,TICAM1,GON4L,NPHP1,CCDC117,TMEM81,BEST3,NEXMIF,UBXN10,CLPTM1L,CFAP65,EPB41L1,LEPR,POLA1,GIN1,ENSGALT00000006909,PSTK,MYBL1,TNS3,ENSGALT00000005810,TELO2,CNTD1,USPL1,DCSTAMP,AMFR,XKR8,ZNF407,ENSGALT00000041376,ZCCHC8,CTTNBP2,SCG3,NAV2,RP1L1,TDRD6,MYO3A,ENSGALT00000033793,NSUN7,KIF21B,IL1R2,ZWILCH,SLIT2,VSIG10,CAPN8,TTC4,SPATA7,B4GALT5,NEIL3,YME1L1,FAM91A1,ENSGALT00000015929,AKAP1,NOS1,MDM1,FAM198B,DCT,SACS,COQ8A,RAG1,GPR35,RIPK2,BBS7,SYCP2,NFIA,RBBP8,ATP6V0A4,ENSGALT00000032505,ENSGALT00000019706,POSTN,PPEF1,WAPL,IFIH1,TNFRSF1B,DNAH10	12	0.016936042	GO:0006974(0.000335)_cellular response to DNA damage stimulus,GO:0006259(4.4e-05)_DNA metabolic process,GO:0006310(0.00246)_DNA recombination,GO:0006281(2.35e-05)_DNA repair,GO:0006302(0.00175)_double-strand break repair,GO:0051321(0.031)_meiotic cell cycle,GO:1903046(0.00604)_meiotic cell cycle process,GO:0140013(0.00238)_meiotic nuclear division,GO:0045132(0.0463)_meiotic chromosome segregation,GO:0070192(0.043)_chromosome organization involved in meiotic cell cycle,GO:0007127(0.042)_meiosis I,GO:0007129(0.0279)_synapsis
CALAN,CHAPE,GALGA,MELGA,ANAPL,TINMA_TCC_all	CALAN,CHAPE,GALGA,MELGA,ANAPL,TINMA	TCC	all	356	AASDH,TRIM66,AHRR,TMEM2,DLST,PSPH,ADAMTS20,JCAD,LUZP1,TPH1,RMDN2,ENSGALT00000008355,SIRT5,TMEM156,HEATR5A,RAB17,IL4I1,OLFM4,GPR27,ENSGALT00000017866,OLAH,ENSGALT00000006540,ZNF711,TPGS2,SEPT2,KIAA0947,TDRD9,PIK3AP1,SGOL2,MOV10L1,KTN1,AMZ1,MRPL44,KMO,ARL6IP4,ANO6,SPG11,KRT15,ESYT3,ROR1,KIF27,PTX3,BRIP1,PREPL,CEP97,CKAP5,CCDC191,PNPLA7,ZDBF2,ZC2HC1C,GRK7,AUTS2,CD81,ENSGALT00000036459,CREM,COL17A1,PLXNB1,VPS37C,SFI1,DNAAF5,WDR36,CARS2,SIMC1,CEP120,MIB2,GORASP1,DPP4,FANCA,APOB,ITGB2,TTC39B,NDUFA10,ENSGALT00000034019,CKB,IRF1,FAM46C,RAD9B,ENSGALT00000020087,RAD50,NCOR1,FAM83B,EARS2,KCNC4,FUT10,SLC9A4,SATB1,ENSGALT00000012985,ITGB3,NCAPG2,OTOG,VTG1,TAAR1,SNUPN,STIL,TTC37,TMPRSS12,LAMA4,ENSGALT00000011170,SCAF11,WRN,TRMT44,GFER,METTL3,FAT2,TAGAP,ADGRG6,WISP3,ZNF804B,FNDC3A,ENO4,SEC23IP,ARMC4,PURG,ENSGALT00000030336,IBSP,MFSD4B,MATN4,ENSGALT00000037096,TOR1AIP2,RGSL1,HSD11B1,TNFRSF8,SLC13A3,ATP11C,MED13L,ENSGALT00000036810,CEP112,ENSGALT00000001199,CAPN14,GHR,SLC22A1,ATP7B,CLTCL1,ST6GALNAC1,RGL1,LRRN4,ZNF609,ENSGALT00000008776,AKAP17A,CSF1R,SHC3,RMI1,BACE2,TMEM173,ENSGALT00000007125,TRAIP,ENKD1,GOLGA3,CLIP4,CEP44,ARHGAP20,MLKL,ENSGALT00000036845,FRMD4B,TDH,PRR16,COX15,ENSGALT00000036691,GFI1B,TIPRL,NT5M,BCAS1,CLUL1,C14orf37,ENSGALT00000036964,NME7,MAST3,REV1,DISP1,PHACTR3,ENSGALT00000035359,SF3A3,TNIP1,LETM2,SMARCA5,RWDD3,PER3,NLRC3,SUGP2,KNG1,ENSGALT00000026337,KIF7,OTUD4,NPAS2,POLH,ENSGALT00000032705,SPECC1L,DDOST,PDP2,EVPL,RNF169,IRS1,EEF1AKMT1,PMS1,FLT1,NAPEPLD,LBH,PAPLN,HYKK,ENSGALT00000030948,PLEKHN1,CHRDL2,FAM196B,CCDC36,FAM3D,GPRIN2,TRIP4,GOLGB1,CAPS2,SETX,ENSGALT00000009577,NIPSNAP3A,C4BPA,NPC1,ZCCHC4,FAM110C,POMK,TRPM8,PIGW,SMAD6,CDH17,PTPN14,SH3TC1,SNX20,SMC2,SERPINE3,TCTN3,DUS3L,RNF180,LIFR,PPEF2,ROPN1L,TMEM125,BRDT,MMP7,EIF2A,RNMT,ZNF622,ENSGALT00000005673,SOX30,COL6A3,FASTKD2,PRPF18,EXD2,GTSE1,KIF18A,EVC2,DHX57,IRAK4,ENSGALT00000034423,BEND3,SLC5A12,ENSGALT00000033853,NRAP,CFAP43,TPCN1,RNF144B,BBS4,CFAP70,MICALL2,ENSGALT00000012094,PTPRZ1,POLG,NOM1,GRTP1,HES6,GFRAL,URB1,ALK,ISLR2,IGF2R,ARAP3,HSPA2,SPTY2D1,AHSA2,RFWD3,SH2D4A,MON2,ENSGALT00000003675,COL20A1,ENSGALT00000040205,TRH,ACRC,GPATCH3,NARS,PIGX,LRWD1,TMEM80,LTBP2,ACER1,LNX2,PARP9,PDPR,ZC3HC1,POP1,NPHP1,CEP170,CCDC181,STK38L,MIIP,CFAP65,NUP153,WARS2,PLCH1,WDR66,GIN1,RSPH9,TNS3,LRRTM2,LY75,SNAPC4,CNRIP1,STEAP2,USPL1,SALL1,NRIP3,PCDHAC2,TRAK2,TMPRSS15,ITGA11,CASC3,SEC24D,MRPL1,ATE1,NSUN7,NCAPG,ZDHHC1,TYRO3,NAV3,GRSF1,TTC4,IL20RB,GCM1,FADD,TRIM55,ENSGALT00000027531,WDYHV1,AKAP1,MXRA5,DCP2,MDM1,LGSN,KIAA1109,SACS,RAG1,ENSGALT00000022946,SRPX,GPR35,BBS7,SYCP2,NRDE2,RBBP8,ENSGALT00000039590,ENSGALT00000019706,PPEF1,IL22RA2	1	0.0241	GO:0007140(0.0241)_male meiotic nuclear division
CARCR,HALLE,HALAL,CATAU,CHAVO,BALRE_TCC_all	CARCR,HALLE,HALAL,CATAU,CHAVO,BALRE	TCC	all	14	ADAMTS20,NEIL2,MED12,ARHGAP31,CDHR1,USP25,MYO1H,RNF169,CCDC141,ASPM,CNGB1,DCSTAMP,MRPS30,SOAT1	1	0.0341	GO:0035845(0.0341)_photoreceptor cell outer segment organization
CATAU,CHAVO,BALRE,OPHHO,TINMA,STRCA_TCC_all	CATAU,CHAVO,BALRE,OPHHO,TINMA,STRCA	TCC	all	5	USH1C,MTRR,GPR183,ARAP3,PTPRC	1	0.05	GO:0030890(0.05)_positive regulation of B cell proliferation
CHAVO,BALRE,CHLUN,GALGA,MELGA,ANAPL_TCC_all	CHAVO,BALRE,CHLUN,GALGA,MELGA,ANAPL	TCC	all	35	ELF1,FAM135B,CPT1A,UBE2Q2,BRIP1,CFC1,PHF2,NCOR1,TMEM260,SH3RF1,TEX14,MCMDC2,BARD1,NHLRC3,TACR3,MCM9,CD3E,ENSGALT00000029971,SERPINE3,HERPUD1,ARFGEF3,CNGB1,IBTK,LTBP2,NRG3,ENSGALT00000005772,ETAA1,SVIL,PRR33,FBXO42,CD2AP,ADCY7,OFD1,MRE11,DNAH10	3	0.016633333	GO:0000729(0.0198)_DNA double-strand break processing,GO:1990918(0.0196)_double-strand break repair involved in meiotic recombination,GO:0006260(0.0105)_DNA replication
CHAVO,BALRE,OPHHO,CUCCA,TINMA,STRCA_TCC_all	CHAVO,BALRE,OPHHO,CUCCA,TINMA,STRCA	TCC	all	16	USP19,SFI1,USH1C,ORAOV1,TULP3,CDC25A,IQCH,PITRM1,ENSGALT00000024109,SETD2,RNF113A,ARAP3,PTPRC,RBM34,SLC7A13,DNAH10	3	0.0337	GO:0022402(0.0355)_cell cycle process,GO:0044839(0.0377)_cell cycle G2/M phase transition,GO:0000086(0.0279)_G2/M transition of mitotic cell cycle
CHLUN,TAUER,CUCCA,PHORU,PODCR,TINMA_TCC_all	CHLUN,TAUER,CUCCA,PHORU,PODCR,TINMA	TCC	all	11	PEX13,CEP78,NAALAD2,IBSP,FTO,RALGAPA2,KDM5B,EFHB,EVC2,XRN1,VSIG10	1	0.0353	GO:0060992(0.0353)_response to fungicide
COLST,HALLE,HALAL,GALGA,MELGA,ANAPL_TCC_all	COLST,HALLE,HALAL,GALGA,MELGA,ANAPL	TCC	all	180	SMCR8,ENSGALT00000008355,USP19,PPP4R1L,BRCA2,KIF23,ENSGALT00000020944,UBXN11,KIAA0947,FBXO40,CMTR2,CNTLN,TRPV2,TIPIN,ANXA1,KIF27,C2orf71,MTBP,PPP1R3B,LCP2,USP40,ACOD1,COL17A1,CACNA1I,DUSP27,SPIA1,FKBP6,DNAH1,AP4S1,FANCA,APOB,TTC12,CCDC112,MGAT4A,KNDC1,ZNFX1,ENSGALT00000012287,TMEM41A,GFM2,STK36,SYCP1,LGR4,STIL,ARL13B,TERF2,ENSGALT00000011170,WRN,TREM2,ENSGALT00000022126,KIAA1551,AKAP5,ZNF469,HPS4,LIG4,RBP3,ENSGALT00000017786,ARL14EPL,k123,PARD3B,FUCA1,ARHGAP31,PKHD1,CRYZ,CFAP54,ENSGALT00000012180,HINFP,FBXO43,TGFBR3,TIE1,ANKRD50,ERP27,TAX1BP1,ATP7B,SPDYA,ZC3H7A,HSD17B7,FHDC1,KIAA1383,USP6NL,SLC12A8,SPHKAP,FDXACB1,ENSGALT00000026987,RPL22L1,ENSGALT00000035359,MKRN1,FGFBP1,FAM13C,THBS3,TCEANC,TSPAN14,BARD1,SUGT1,GEMIN5,PCM1,TRIP11,ENSGALT00000011730,EPCAM,LARP1B,HAUS3,HELQ,PHF11,RWDD2B,GPRIN2,ESCO1,TM9SF2L,DLGAP5,URB2,EFHB,SLC12A4,SGOL1,RFC1,PIGW,SPRED1,SPATA6,ACAN,TET2,FSIP1,MUM1,CXADR,PKD1L3,FNDC1,NDUFAF7,THAP5,RCBTB2,GPR83,KY,ABCC6,MICALL2,RUSC2,RHNO1,ANKLE2,ARAP3,TMED8,FANCD2,MFSD11,SH2D4A,CNGB1,DNA2,PALMD,NCAPD3,ENSGALT00000038597,LTBP2,ARHGAP39,STOML1,NPHP1,ENSGALT00000039549,MUTYH,SETD1B,SLC17A9,MEP1B,CORO2A,LEPR,PLCH1,PSTK,PKN3,PTPRC,ZNF407,TDRD6,NPRL3,NBN,VSIG10,PPP1R42,TDP1,BBS10,YME1L1,ANKS4B,FAM45A,SNX7,MRPL58,DDX11,LARP1,LGSN,PIGS,C5,ACAD10,DD1CR,SYCP2,TOPAZ1,VTCN1	13	0.011384735	GO:0044806(0.0421)_G-quadruplex DNA unwinding,GO:2000348(0.0242)_regulation of CD40 signaling pathway,GO:0007049(2.3899999999999998e-05)_cell cycle,GO:0022402(7.66e-06)_cell cycle process,GO:0051321(0.00157)_meiotic cell cycle,GO:1903046(0.006379999999999999)_meiotic cell cycle process,GO:0006974(0.00507)_cellular response to DNA damage stimulus,GO:0006259(0.00701)_DNA metabolic process,GO:0001325(0.0122)_formation of extrachromosomal circular DNA,GO:0006260(0.0245)_DNA replication,GO:0006281(0.00054)_DNA repair,GO:0090737(0.0122)_telomere maintenance via telomere trimming,GO:0090656(0.0122)_t-circle formation
CORBR,HALLE,HALAL,CATAU,CHAVO,BALRE_TCC_all	CORBR,HALLE,HALAL,CATAU,CHAVO,BALRE	TCC	all	9	NCDN,USH1C,RP1,MYO1H,CCDC141,HERPUD1,CNGB1,ATP6V1C2,KIAA1377	6	0.003989333	GO:0035845(0.0073)_photoreceptor cell outer segment organization,GO:0060249(0.00838)_anatomical structure homeostasis,GO:0048871(0.00509)_multicellular organismal homeostasis,GO:0001894(0.000735)_tissue homeostasis,GO:0001895(0.00216)_retina homeostasis,GO:0045494(0.000271)_photoreceptor cell maintenance
CORBR,HALLE,HALAL,GALGA,MELGA,ANAPL_TCC_all	CORBR,HALLE,HALAL,GALGA,MELGA,ANAPL	TCC	all	110	TM9SF4,TRIM66,CENPC1,GPATCH1,ADAMTS20,INO80,ENSGALT00000036738,MYO9B,OPTN,BRCA2,AURKA,BLVRA,ASXL3,CREB3L2,UBE2Q2,FBXO40,NLGN4X,FBXO15,NHS,CNGB3,SSH1,NPAT,NCDN,DNAH1,USH1C,ZNFX1,ENSGALT00000012287,AC100868.1,GFM2,MPST,PMCH,CEP70,KCNS3,WDR19,HPS4,TMEM175,ARMC4,BFSP1,ERCC5,QRSL1,EDNRA,ASCC1,RGL1,LRRN4,ENSGALT00000040293,RPL7L1,HSD17B7,ENSGALT00000036845,PRR16,PEX3,BCAS1,MYO1H,LMO7,CEP162,TRAFD1,MYOCD,CDHR2,SUGT1,EVPL,AOAH,PPP2R3A,HELQ,DLGAP5,GLIPR1,TLR7,C10orf12,SPRED1,CFAP69,SH3TC2,MUM1,ANKZF1,CXADR,CETP,KIF24,COPB1,HERPUD1,ENSGALT00000022260,GEN1,MPHOSPH10,C20orf196,RUSC2,PMS2,TXNDC16,RPGR,ENSGALT00000036553,SYCP2L,NCAPD3,KNTC1,ARHGAP39,UNC93A,POP1,TERT,CORO2A,WDR66,VWA2,SNAPC4,NDUFV3,PTPRC,RIN3,PTPRB,CCDC77,NEIL3,REXO1,CAPN13,PHKA2,C5,NFRKB,CA6,SRRD,ENSGALT00000025756	2	0.0437	GO:0007017(0.0405)_microtubule-based process,GO:0007018(0.0469)_microtubule-based movement
CORBR,PELCR,EGRGA,NIPNI,PYGAD,APTFO_TCC_all	CORBR,PELCR,EGRGA,NIPNI,PYGAD,APTFO	TCC	all	2	CACNA1I,INPP5F	1	0.0498	GO:0031161(0.0498)_phosphatidylinositol catabolic process
CORBR,PHALE,EURHE,GALGA,MELGA,ANAPL_TCC_all	CORBR,PHALE,EURHE,GALGA,MELGA,ANAPL	TCC	all	46	MILR1,OPTN,BRCA2,MISP,EGF,WBP4,CEP135,LIMS1,DNAH1,CTSD,RAD9B,TERF1,MDM4,LPIN1,HERC1,SBNO2,TANC1,KCTD18,KIAA1551,DENND4C,AFAP1L2,NPNT,TEX14,ALMS1,SLC45A1,ENSGALT00000040271,GATAD2A,GARNL3,ENSGALT00000031307,EFTUD2,CD3E,SPRED1,SLC7A3,INTS12,ENSGALT00000016996,UBR1,CFAP70,ENSGALT00000039261,NPHP1,TCP1,B4GALNT3,CORO2A,ENSGALT00000006909,PLEKHA1,TDRD6,VSIG10	3	0.028233333	GO:0070199(0.0374)_establishment of protein localization to chromosome,GO:0070200(0.0105)_establishment of protein localization to telomere,GO:0000278(0.0368)_mitotic cell cycle
CUCCA,MESUN,PTEGU,GALGA,MELGA,ANAPL_TCC_all	CUCCA,MESUN,PTEGU,GALGA,MELGA,ANAPL	TCC	all	97	C3orf67,CENPC1,SYK,RMDN2,SMCR8,DIEXF,CNIH1,AURKA,PLA2R1,MISP,DRC7,NUDT9,TNFAIP3,HIVEP1,SPG11,DCK,RCN2,MRPL19,STX17,AHR,STAM2,FBXO4,ABCA12,C1orf116,CEP70,ENSGALT00000027101,CCDC90B,ERMP1,CDC25A,CCDC148,FOXM1,RGSL1,TMC3,CRYZ,GTDC1,ZSWIM5,MYO7B,FBXO43,TGFBR3,MEGF11,SH3RF1,ENSGALT00000001199,SLC22A1,LPCAT2,IPO8,TNIP3,TEX14,ENSGALT00000003167,ATP6V0A2,NUP188,C5orf42,PHKA1,BANK1,C1QA,ELMSAN1,ASPH,LARP1B,NOC2L,GOLGB1,SGOL1,SIK1,SNX19,IFT81,PKD1L3,LRRC39,PQLC2,GPR161,HEATR5B,KIF18A,USP35,ABCC6,NASP,RTKN2,TMC5,SPTY2D1,DNAJC17,ENSGALT00000026593,SH2D4A,RAD18,GRAMD1C,CEP350,RERGL,MAP3K15,NOX1,KIAA1377,LEPR,MEI1,ENSGALT00000041376,SLC9A5,NPRL3,PHF3,ENSGALT00000027531,MYO9A,ADCY7,C5,WEE2,PPEF1	1	0.0317	GO:0140013(0.0317)_meiotic nuclear division
EGRGA,PYGAD,APTFO,GALGA,MELGA,ANAPL_TCC_all	EGRGA,PYGAD,APTFO,GALGA,MELGA,ANAPL	TCC	all	71	SEC16B,SLCO1C1,JCAD,OPTN,GLYCTK,IARS2,RPS19BP1,ENSGALT00000017866,ZNF106,CEP97,LIMK2,PROX1,DEPDC5,CARS2,METTL13,APOB,SLC26A5,RAD9B,SBNO2,ST6GAL1,WRN,MFSD4B,TNS1,YEATS2,C19orf35,MYO7B,CSF1R,CD8B,CEMIP,ANXA2,TEKT2,FMO4,GEMIN2,ENSGALT00000037578,DCP1A,NPAS2,ADGRG1,BIVM,BMP2K,SHROOM3,PLAU,TSPAN1,ENSGALT00000012528,EFHB,CD3E,SH3TC1,IL17RA,ENSGALT00000040242,EGFL7,AAK1,ARAP3,C8orf33,TRH,ENSGALT00000019719,LTBP2,NOP14,GGA3,NPHP1,HELB,ENSGALT00000006909,TNS3,ADIPOQ,NDUFV3,KIAA1217,CGAS,DDX11,PIK3R3,C5,SLC1A6,ENSGALT00000019706,STAT3	2	0.0252	GO:0051674(0.0252)_localization of cell,GO:0048870(0.0252)_cell motility
EURHE,CHAVO,BALRE,OPHHO,GALGA,MELGA_TCC_all	EURHE,CHAVO,BALRE,OPHHO,GALGA,MELGA	TCC	all	13	ANXA11,PLEKHM2,UBQLN1,ADAP1,ENSGALT00000024430,RALGDS,NOP2,ASPM,HERPUD1,EGFL7,LTBP2,MAST2,PTPRC	3	0.028866667	GO:1903069(0.0231)_regulation of ER-associated ubiquitin-dependent protein catabolic process,GO:1904294(0.05)_positive regulation of ERAD pathway,GO:1903071(0.0135)_positive regulation of ER-associated ubiquitin-dependent protein catabolic process
FALPE,MERNU,PICPU,BUCRH,APAVI,EURHE_TCC_all	FALPE,MERNU,PICPU,BUCRH,APAVI,EURHE	TCC	all	29	AASDH,CENPC1,SLF1,OPTN,ENSGALT00000034019,RIN2,MYO7B,GRXCR2,TEKT1,MYO1H,ENSGALT00000030267,CDHR2,KMT5B,NEMP2,DIXDC1,MAEL,AHI1,ENSGALT00000006448,COL6A3,HERPUD1,RACGAP1,IGF2R,CHD4,UTP18,CASC5,PLAA,DDX11,MICALCL,LSS	1	0.0329	GO:1904970(0.0329)_brush border assembly
FALPE,MERNU,PICPU,BUCRH,APAVI,OPHHO_TCC_all	FALPE,MERNU,PICPU,BUCRH,APAVI,OPHHO	TCC	all	27	IL4I1,KRT80,ZMYND10,ZNFX1,BRAT1,FITM2,SLC6A18,NOXO1,PHRF1,MYO7B,P2RX1,MYO1H,LEFTY2,FRMD6,CDHR2,TNFRSF4,SETX,APOD,CACNB4,HERPUD1,RIPK1,ACD,GIN1,SVIL,KIAA1217,ZDHHC1,MICALCL	1	0.0485	GO:1904970(0.0485)_brush border assembly
FALPE,MERNU,PICPU,BUCRH,CALAN,CHAPE_TCC_all	FALPE,MERNU,PICPU,BUCRH,CALAN,CHAPE	TCC	all	54	MILR1,BRCA2,MYBPH,TGM3,IBA57,ZC2HC1C,CD82,ENSGALT00000027168,CEP89,L3MBTL1,IDO2,ADA2,IRAK2,TERF2,ENSGALT00000011170,WRN,ENSGALT00000015543,RANBP3L,MPZL2,COIL,CCDC50,ZCCHC6,COL27A1,CEP83,MYO1H,GNL3,MCMDC2,CEP162,MYOCD,MAEL,ASPH,PAM,SOX30,HDAC3,PRPF40A,HERPUD1,ENSGALT00000034423,FBXL5,PAPOLG,MAK,DNA2,NCAPD2,NRG3,NPHP1,EDRF1,AGBL1,TDRD6,ACSL1,SYNM,TRIM45,MXRA5,HNMT,SYCP2,WEE2	12	0.021633333	GO:1903046(0.0201)_meiotic cell cycle process,GO:0061982(0.0292)_meiosis I cell cycle process,GO:0007127(0.0257)_meiosis I,GO:0006996(0.0316)_organelle organization,GO:0048285(0.0394)_organelle fission,GO:0000280(0.0188)_nuclear division,GO:0032504(0.0143)_multicellular organism reproduction,GO:0048609(0.0123)_multicellular organismal reproductive process,GO:0007276(0.0151)_gamete generation,GO:0001325(0.0177)_formation of extrachromosomal circular DNA,GO:0090737(0.0177)_telomere maintenance via telomere trimming,GO:0090656(0.0177)_t-circle formation
